text,label
"Already submitted a detailed note in the earlier page.
To reduce turn around, please give them a complete sales training familiarising them with all Account process and little bit of exposure to entire banking functions.
Do not count on their ICICI OR HDFC or other banks sales experience. Both or all the banks can offered to waste time.",0
"I don't wanted to open an account but ended up opening an account because of your system. I wanted only loan not account that too 10000 mim balance. If  I have money then why should go for loan and end of the day I did't got my loan also.
Pl don't fool people by opening an account in the name of loan.
I will never ever recommend IDFC TO Anybody.
",0
Enable video kyc process ,0
"To carry the ATM card safely, provide an ATM card envelope in the welcome kit.",0
"Limit  for online and offline should be calculate by system by itswlf , we ahould not assign it
",0
"Amount kiti thevayla have account madhe 
",0
Apply personal loan,0
"Article JC818239671IN delivered on 12/04/2025 to Rakhi Tan. Please share delivery feedback at https://www.indiapost.gov.in/VAS/Pages/FR.aspx?TN=JC818239671IN


Not but Article no.JC81823967 IN NOT DELIVERED TODAY ",0
As of now there is nothing more to add. The entire process of onboarding a new customer is organised and smooth. The steps involved are not cumbersome and only basic information is being sought. Therefore the entire process is short and precise ,0
Nahi ,0
"As of now, none.. will let you know after thw experience! ",0
"I am an existing IDFC First Bank Select Credit Card customer and I got an option on my IDFC First Bank app to open this zero balance savings account with auto pay option enabled for credit card repayment.

The opening of account was very quick and smooth, however, when I received the welcome kit, it only contained my Debit Card while the covering letter mentioned that it'll contain a debit card and cheque book. I initially was a little worried when I couldn't find my cheque book in the welcome kit.

Eventually, I applied for cheque book containing 10 cheques through the IDFC First Bank app also I had to upload my signature to do the same.

I'd request your concerned team to clearly mention what all actually come with the welcome kit along with a check list for future new customers of your bank. Thanks",0
"Ask your official to pick call, even I don�t have time to talk other than important things. Can you call me.",0
Assignment of relationship manager. ,0
"At the time validation the agent does not listen properly as he was in hurry

It was in my case not for everyone ",0
Audio level was poor,0
"Aur koi cheez nahi 
",0
Avoid miss selling ,0
"I am from Srinagar and agent misguided me and opened my account in Jammu city which is useless for me.
Till date my welcome kit is wandering in jammu city and I receive messages that you were not available to receive kit.",0
"Along with the process of opening an account being easy and secure, the facilities that should be provided should be provided on time. And despite having an old relationship with me, I have not received any good credit card offer till now. ",0
when I visit city centre branch of gwalior. I wanted a future first student saving account but the employee working there tells that that don't offer such saving account but they offer pratham account so I unfortunately have to open the pratham account but I wish I could get future first student saving account. Just this is the thing which I don't like ,0
Account opening process can be improved. Instead of bank informing me of the way out for the issue which was resulted due to poor account opening process it was me the client how had to call the customer care and narrate the whole issue to them and then still wait for the end resolution.,0
Bad experience ,0
Bad falied loans ,0
Ready to use joining kit if possible to handover in the time of account opening as per customer requirements,0
"I opened minor savings account even parent account was already active.
It took almost a week to finish the opening of account. ",0
Very poor knowledge and expertise on account opening procedure ,0
Bakwaas bank,0
How can I receive my debit card?,0
The bank will have to open more branches. The branch is 39km away from my address. Although there is an HDFC branch at my address but not an IDFC branch.,0
Online khata kholne samay bank ka branch name mansan hona chahiye ,0
Bank ki AAP UPI or bank ka interest ??? ???4,0
Bankers get open account by telling nonsense promises n unethical practices don't go for idfc bank account ,0
Najafgarh m Bank branch hona ,0
Batir sarvis,0
"Be honest nd fair in your communication don't commit some thing which ur Bank.can't do
",0
be more transparent. I want to know how to close my account. I'm not doing anything and let the account die by itself.,0
Be transparent in your offers.  Else people will lose confidence in the name of your bank ,0
"Be transparent with customers, I was told that while opening the ac you can mention the address, I did same, but still IT did not took that address . Will never use idfc ac.",0
Training,0
"I maintain almost 4 crores of my family fund in SB/FD.
But credit card doesnot provide lounge access
as minimum transaction is stipullated
Very unfair treatment. Why should i maintain so much fund",0
Be truthful to your customers and respect their privacy by no not calling them repeatedly just to reac your targets,0
Bhavishya me benifits Milenge ,0
Nhi,0
"Again behaviour of the branch managers, and the customer ask for some clarification about the Bank name board at Dharmapuri branch",0
Build trust.  do not cheat customers,0
Need option to add current address to deliver debit card and cheque book for those who have a current address other than permanent address ,0
Call me I ll let you ,0
Call me will explain ,0
Call me.,0
"My talk for the 6 family accounts as first wealth account and AMB for all account altogether 10 lakh. One account opend as first wealth and 2 as normal account, one account in process and process of remaining 2 yet to start. Now branch official calling us and make presuure to deposit 50 lakh first to move normal account in first wealth and use harsh word. I talk to relationship manager and get to know that he is ill. After 3 days I again call him and after knowing that he recover, tell the issue. I surprise that relationship manager balim me that i am lying. 
After this I ask him to provide contact number of brach head but the same was not provided. I left no other option but to raise the complain with customer care. After lodging the compalin I get call from branch head and he again ask for 50 Lakh overall relationship to upgrade the other family members account whereas at the time of account opening i was informed AMB 10 lakh or AUM 25 lakh or ORV 50 lakh but all official including branch head mow read this OR as AND.
I ask the branch head if so then I am not interested in maintaining the accounts and share him email send by branch official before opeing the accounts, in which he clearly mentioned that all account cumulative AMB will be 10 lakh only. Thereafter he ready to upgrade the accounts and promise to send a email in this regard but the same was still not received.",0
Change your agent will help the growth ,0
Close this account as soon as possiblr,0
Close your bank,0
"improve yr staff  ability. 
",0
Muje ek problem hai sird kyc nahi ho raha hai ,0
"If any particular address is not authorised to take a loan why should be the bank acnt on that address.....if loan is not possible 
",0
"hamare IDFC first bank mein hamara abhi tak KYC nahin hua KYC samne a
santusht hai",0
Courier boy scammer hai account kit address pe delivery deta nahi ,0
Courier se documents bhejo taki hand to hand receive ho paye,0
No iam not interested KYC update.....,0
"My KYC for the NRE account was verified and I received the new account kit. However, the account remained frozen for another 3 days, and the debit card took an additional 1�2 days to activate. It would be helpful if such delays were reduced or at least communicated more clearly in advance.

Also, I was informed by customer service that a Justice of the Peace (JP) in Australia can attest identity documents, which I followed. However, this was not clearly mentioned on the website, leading to some confusion. Updating the website with this information would improve the experience for overseas customers.",0
Customer care ,0
Customer care contact number and proper knowledge to employees ,0
Customer care ir very poor quality ,0
Customer care number ,0
"For authentication, apart from PAN card, other IDs like Passport, Aadhar, Driving Licence or Voter ID may be allowed. If, the name on the card is with initials, the expanded name should not be treated as mismatch.",0
"Customer se bat ni krte
",0
Debited card ,0
"Delay in providing solution. Unavailability of Fast resolution mechanism. Customer care executives are inefficient, they also try to divert the issue. Please take necessary action.",0
Deposit amount so very expensive ,0
Do mot send any spam or product promotion messages,0
Do not make fool to user,0
"Don�t give banking service ., worst of all",0
Don't fool people just show what you can provide.,0
"Don't fool the customer with fake information, provide proper information to the customer.",0
Don't force to be Your customer neither force for insurance ,0
Don't put More ROU,0
Don't share my contact number to anyone ,0
"Please re-check before entering names on account holder and debit card, very much disappointed as entered my name twice in both card and account ",0
This is really most upgraded system I have used in opening the account No changes required ,0
Don't tell a lie to ur valuable coustomer and don't waste a time yours as well as others also thank you ,0
I have not received any call from the bank regarding the details of my account � needs to be better with the customer support .,0
E bank account Nammge help full agutte ,0
I find zero transparency while opening account from the app. It said its a zero balance account however it is no where to be found on the app or in communication. I will sue the bank for lack of transparency.,0
"No info provided, about debit card, charges, etc.. ",0
"Provide facility of linked fd (auto sweep) as other banks eg ICICI, Kotak etc. provide linked fd with in the app eg ICICI money multiplier fd, Kotak active money. They can be opened without any hassle and can be closed online easily. And also those linked fd can be used for ASBA IPO applications.

As far as I aware to make linked fd in IDFC Bank First, we have to specify the bank employee at the branch in person to make auto sweep savings account. Since the nearest branch is very far(>100km) from my current location this is not possible.

Any improvement will be helpful, If my information is wrong do correct me with an email.
",0
"Account opening taken almost 10 days where account open in other reputed private banks within 2 hrs.

Communication to customer from bank is very poor, I don't see any responsible person in bank who timely provide the status of account opening.

Cheque deposit in bank for newly opened account 7 days before but not credit yet in account, no response from IDFC bank executive even chasing multiple times.

IDFC executives really required trainings for IDFC services even branch managers not aware aware about NRE/NRO account opening processes. 
Response to customers are very poor compare to other private sector bank where IDFC bank should think about",0
"I can�t register on idfc bank app or any UPI app like phonpe , googlepay 
How can i register on app ",0
"The process of opening my joint account was unduly delayed, taking over three months to complete. It was a highly tedious and frustrating experience, requiring numerous visits to the bank for resubmitting documents and signing multiple times. Each resubmission was met with rejection by the back-end team, often without clear guidance, causing significant inconvenience and hardship. Overall, the procedure was unnecessarily cumbersome, and I was left thoroughly dissatisfied with the entire experience.


",0
"I faced a lot of difficulties while opening NRE and NRO accounts. 1. As a first step, I tried contacting customer support multiple times and all they said I'll arrange a call back from the sales team which I never received, 2. no response from nriservices@idfcfirstbank.com as well. 3. I have to escalate to nodal officer and then Principal nodal officer. 4. Despite being an existing IDFC credit card holder, the customer care IVR system only provides credit card-related options, making it difficult to reach the appropriate team. To request a callback, I had to escalate to RNO, after which I was contacted via email to submit documents. However, there has been no follow-up since then. 5. Overall process took longer around 2 months. 6. The Branch employees are clueless and not aware the indepth knowledge which took longer turn around time to create account. 7. Lot of back and fourth with emails, branch visits, calls and ended up creating around 10 service tickets just to open NRE, NRO accounts. 8. Never received any welcome call or email to share product details after receiving welcome kit. Overall dissatisfied with account opening in your bank and I never encourage anyone banking with you. ",0
Bola kuch aur account open hone ke baad kuch aur bola mene account closed karne ke liye bool diya,0
Maybe other regional languages apart from Hindi should be ease for KYC Process for PAN Indian level,0
Easy to Open account ,0
I found out IDFC bank account opening while using FB. When I pressed the link it took me to the website and completed the process. One thing I would like to recommend is to inform new customers about the documents required. I had to look around for the documents during the process. I also had to pause the process to get out the get my documents attested. Prior suggestion would help shorten the time taken and also unnecessary hiccups. Some people may loose interest during the process as you have to go backwards and forwards.,0
"Easy to open account with any mobile and use Aadhaar card number. And allow to account basic to another type
",0
"I opened IDFC bank account through my mobile app for a saving purpose. I opened a 10000 monthly RD also. But later I came to know that kyc only can update through camera access. The problem is now I am working in UAE and my app installed in an old phone which is removed cameras as I am working in ADNOC on shore site. My native sim keeping in this phone. Is there any alternative method to update my kyc ?

I choose the bank because of it's customer friendly aspects.",0
"Idk, I didn't received my welcome kit, but it's saying it's delivered",0
"First I thoughtfully that was for credit card 
",0
Too much time taken for opening account. It should be 1 business day.,0
"vedio KYC immpresed me badlay whole best system of the Bank failure by the KYC Department non professional and Bad software no voice even after all' permission allowed by me in my samsung galaxy ultra s 22
Even still my KYC not done as complaint on mobile even my relationship manager mr.lamba abhishek ",0
"Email Communication to Customer Relationship Manager is not responded defeating purpose of having Relationship Manager.
Need attention...",0
"Eshtu sarti anta message kalstiro le. Saak madroooo. Share your experience, Share your experience anta message haki haki torcher idod bidi first. Be professional. HSM Tara adod bidi. Loan EMI innu 3rd irodu. Erad vara Dinda, gentle reminder gentle reminder anta message haktane idre henge. Dana kayak create madidira mandate na? Cut ago time ge agutte. Tadkoli swalpa. HSM ",0
The RM piu chakraborty and branch manager prashant Sharma are extremely helpful and courteous. ,0
I have done 2 times video kyc but seems still kyc is not done. Not sure what is the problem. Asking do it again.,0
Bad service from your side,0
"I completed my video kyc 16/06/2025
But still my kyc is not completed 

Why ?",0
Ha ji Hamare Sahar me branch nahi hai bahut dur Jana padta hai please all pin code open branch ,0
Kyc problem ,0
"Do not false claim online account opening for nris. 

Opened Zerodha trading account and demat account semi online without any attest 

But bank account needs attest which is strange ",0
My Imtiyaz Ali has cheated me by issuing me a credit card instead of WOW forex card.,0
Stop asking for gps location everytime I open app,0
"Pl call back 
I had waiste above 15 days and struck over 6.25 lakhs your staff not cooperative",0
Need to know the branch and ifsc,0
Improve security from cyber fraud.,0
Most of the branches doesn't offer opening 10k Monthly Avg Balance Account instead they tell you to open 25k one.. So it's better if the branches offer 10k variant offline also..,0
Please stop sending unnecessary alerts and whatsapp messages ,0
"Please remove the online account opening option from web or application. I wasted my an hour on this.
Also uf you want to get the details of who all want to open account online , you can provide form to get the details and then bank can contact the person interested to open the account.",0
I have requested a joint sb a/c with zero balance. But the requested service not received so far. ,0
Expecting someone to call to complete kyc process to complete ,0
"1.Account open after some time deposit minimum balance 
2.please give a time of minimum 5 days for account open at the same time deposit minimum balance ",0
I want cradit card but u served a debit card..,0
"I have been opened demat account for trading but you have not provided the clint master up to date I have open the account in  condition with your staff Mrs Nandani singh said me that  I will provide you clint master immediately without fail but your staff failed to provid if it is not possible then I will try to cancel all the account SA/ Demat account .this is your staff responsibility who is careless after opening SA
Thans ??
",0
Low service,0
"Stillmy kyc is pending , visit branch for the kyc but not has been done not able to change mobile number bad service 
",0
Kinldy unlock my vkyc,0
An easy to understand process on the mobile app would have been useful. Plus please do not continuously call the customer in case he or she doesn't complete the process.,0
My KYC is not complete I visited the nearest branch of idfc bank to complete my KYC bui still showing KYC Ilis not complete solve my problem please,0
"I opened wealth account which provides wealth cc free but I was not offered same while opening, and also no option of initial funding was given, which I have heard is given while opening new account",0
Passbook should be sent along with debit card,0
Fast process to open account,0
Total charge free ,0
Some time their application is not working properly. Or like few days back I got an experience.  Before I send a request to change my mobile in credit card and nre account. But nre has changed but credit card mobile number has not changed from system. ,0
"Ekyc. The kyc people not accepting my pan card, which is original and 15 years old card. Please guide me to complete kyc or please send a agent to my for kyc.",0
First Time im using I want to check ,0
First you have to describe  reason that  because of which you block or freeze customer. You have to describe and explain it first ,0
Fix or close my account asap. Thanks. Waste of time,0
"Focus awareness to th customer, abt yr interest rate which is higher than nationalised bank. ",0
Rep should be knowledgeable about timelines when it will be done. He said 2 days but it's been over a week and still unsure if family accounts are linked ,0
Data sync across products should be synced.,0
"Some technicle issue I faced to open an account through the mobile app , bank cc helps me and then I became successful to open an account. Overall the process was so easy and beat part was to generate internet banking and mobile banking very easily no need to go to bank . I am the new now I will see the experience more and more and than I will be able to give my feed back properly. ",0
Credit card and online banking facilities should be offered . ,0
"Bad services
",0
For signature upload and check book request process is not user friendly ,0
After open the account fred back should be taken on call how was experience ,0
Add an option against Vkyc... because you people are not able to do video kyc,0
"It was an assisted journey which got failed during KYC, because apparently the agent filled a column where I got tagged as self employed instead of salaried.",0
Please ask your team to guide in a proper way while opening an account ,0
I want to know about closure of account through online. I have searched but I haven't got. Please how you provide account opening process in online same like please provide also for closing the account.,0
It's fraud please stop it to send link for personal loan and open savings account it's a case of cheat the people ,0
Give clarity ,0
GIVE PROPER COMMUNICATION. DON'T GIVE FALSE INFORMATION TO GET BUSINESS,0
Give training to bank executive. Give the priority for coustmer satisfaction don't think about  representative benefits only. ,0
"Regret to inform that after opening an account for my mother, we are unable to operate even after 6 days.
Even after repeated requests nothing was taken seriously to solve the issue.
Very inefficient staff shows no curiosity in attending the costumer grievance.
",0
"Ha
Ac  information open hone se pahele ae videos ",0
Han IDFC bank ko chhote mote dukandaron ko business loan jarur provide karna chahie,0
"Han ji sabse achcha mujhe iski yah baat lagi loan patak karke milta hai 
",0
"The Executives in the bank are clear in opening the account but not explaining the details clearly and they are even informing false info to open an account, that should be avoided for sure ",0
Still not get physical debit card if it's available. Overall experience excellent.,0
Credit card please ,0
I dint get check book along with Welcome kit,0
"I�m trying to open minimum 10000 balances account but your system open wrong account 
I�m telling your video kyc Costomer care he told me you try ofter complete video kyc 
Then I�m contacting your customer support team they said me wait for some days this not good 
Plz close my this account immediately and send me details 
Plz try to help and close this account immediate 
Thanks 
Rajesh Rathod ",0
ar vkyc i already gave digitally signed and detected pan all processes gave but still vkyc is pending in system so i am going unhappy no intrest about the bank custommer ,0
Only one thing please keep this quick and easy overall costumer services for future also. We should receive same or more better services in future ,0
theres a glitch in the location sharing option as it didnt work for both computer and phone,0
Open more branches.? The nearest for me is 7km away.,0
Mere ko bus Bank ka branch 203. Sharad bus road Post office ke pass wala main chahie,0
"In the app the minor account is not showing on the first load of application also debit card is not showing up.

In the Internet banking I couldn�t change the logged in account to minor also debit card is not showing up.

Needs improvement in the u/g account related in app and internet banking or need to provide exactly what can be done with the u/g account.",0
Harendra Singh ,0
"As already informed, welcome kit still not received",0
Have a direct online process for joint account ,0
Choice of Branch should be left to the account opener,0
Please add support to Samsung Pay for yout Debit Cards.,0
Mate IDFC bank credit cards gudika mor faveret mu credit cards ku use karibaku chahuchi,0
They saying nothing will charge on my account but after I opened they showing 500 rupees will charge if I not manage 10000 in my account ,0
Have not anything right now ,0
Haven't received my kit yet. The agent said that he will get back to me but he hasn't ,0
Help in changing my phone number.,0
Not able to do video KYC.. I am currently in USA to visit my daughter. There was a message that KYC is not allowed at my current location ,0
"Hi my name is sadath 
It's so easy to open the account with in 2 minutes ",0
"hi
its amazing how fast i could open account with you. SBI took one month for OD facility for our business account even though we have been with them for 14 years and never took a loan.

I have different requirements- personal, business, commercial construction etc. May be, you can give me one contact who can assist me.",0
"When sb account is opened online, the message
should come that the cheque book and atm card will be delivered to our address. But in my case, I got about cheque book only. Becuase of this, I had to enquire at branch. However, they told that the atm card will be sent along with cheque book.",0
"The welcome letter mentions that Cheque book & debit card are enclosed with it but I have received only Debit card. Cheque book wasn't there in the envelope. 
You could've simply actually enclose a cheque book along with welcome letter",0
Credit card ,0
"Since i did not get minimum account balance as promised i no ???????? wish to operate the account. Pls close it and give me ?????. Balance account. Else it will be dormant.

Pls do the needful.
I opened the account online and want to close the account online as the branch is far away from my location.
Or else i close my CC also later.
",0
Horrible third rate service.,0
How many times I have to request to complete the process of Joint Account ,0
"How much to save and i don't get more 7000 thousand on mouthly 
",0
"I am a Union Bank manager my experience 12 years my gross salary 110000 
 My net salary 51000
 I applied personal loan but cancel my request why are cancelled my request I display in IDFC bank 

",0
"Lots of misleading information provided during the account opening process and consistently poor customer service experienced thereafter.

From delayed activations to unclear communication regarding customer id, the experience has been far from what was committed.

Even after repeated follow-ups, the service quality has remained subpar, with no accountability or proactive support from your team. This not only causes inconvenience but also raises questions about the integrity and professionalism of your service standards.

Looks like very soon I will be forced to close my account.",0
I want to open zero balance account ,0
Providing Outstanding support to open Saving Account within just two minute,0
"Relationship manager was not helpful, hence walked in to nearby branch and got it done.",0
Improve customer service and call back and follow up properly ,0
I am live in nashik maharashtra but my brach address was madhya pradesh??this is a lack of service ,0
I am not getting option to view transaction details of Saving account,0
"I am not interested,pl close my account immidiately",0
I am not satisfied ,0
I am still waiting for the updates on the up gradation of my account. Though I have applied it a weeks back. No communication or waiting time of my account upgradation. ,0
"I am trying to register from my mobile but unable to send sms, though i have subscribed roaming.
Need further guidance on how to register.
Thanks 
Regards,
Neelesh kumar
+917738787536",0
"Issue with Name captured on Debit card and account
Surname is captured instead of first name on debit card the same is delivered, now if I request for new debit card with correct name bank is charging the amount for the same.",0
"I want CREDIT CARD CO BRANDED WITH HPCL BUT NOT AVAILABLE WITH MY BRANCH AT SANGLI. DISAPPOINTED. ?? 
 ",0
I didn't get cashback on UPI but I got message win upto 50rs,0
"Close my account as I am not gonna to pay any charge on account of minimum balance is not maintained. As said is feedback, closing request was raised within 5 min after opening the a/c.",0
I don't have any word for bank my money but can't use why ,0
"Overall banking service is very good but the credit card application which I applied the executive is not visiting the office for a verification and currently we are doing hybrid module, I can be available only on Tuesday Wednesday and Thursday but the executive is not ready to visit during these days, it is so bad.",0
"I don't want to receive promotional calls for loan Insurances and other kind of promotional calls and emails and messages
So provide an option for DND Options ",0
I don't want to waste my time because you never improve the services,0
"I had requested to change my number to UK number from Indian. Took almost a week to do. I filled out form and emailed with passport. After I check the updated number it turns out to be a wrong number, in spite of being right on the form I filled out. ",0
"While opening account by default mobile number is taken which was linked to addhar card, there should be option like mail id was asked similar way phone number to be link with saving account to be asked, in my case mobile number linked to aadhar card was my father number now that number is linked to my account so I need to change that kindly tell what to do.",0
"I have current account for > 10 years. While operating NET BANKING,  I found that both current and saving account is operated by a single username and password.  I need both separate.  Is it possible? ",0
All is good.. But i have travelled outside india. And im not able to do video kyc. Kindly advise a alternate option to complete the kyc,0
"I have download idfc First bank mobile app,, but it's not registeing in any mobile,, ",0
"On screen it was showing 0 balance account opening, but account requires quarterly balance 10000/-.
Debit card has no offers like lounge access.",0
I have funding in my account since 5 days but still I am not able to withdraw it,0
"I have not any queries, but I want to invest your bank some scheme like Mutual Fund, FD and ect... But I want clarification of this schemes.",0
I have open savings acccout only 7 days you freeze my accout why ,0
I have raised request for demographic changes 2 weeks back to change my no. Still its not done??,0
"There should be a clear requirements for the account opening of HUF. It took close to month. Questions were while having visit at my home from parents that I have applied for some loan and bank wants to know if my home loan is going on n how much is it etc. It was simple saving account where I'll lend money to bank and not other way around. 
At least have common sense while asking sensitive questions from the parents. If I would have applied for loan then bank must have asked the kidneys I guess.",0
"The choice of branch could have been provided to the customer
",0
"Please open more branches, at least one branch in every district. In my case the scarcity of branches made some problems.


",0
"Please assign a RM from the branch in which the account is opened for ease of banking experience
",0
"Everything things was fine, But KyC is the issue�why not consider original aadhar card for video kyc, As I don�t have my original PAN Card carrying with me�I did went to bank as well for physical kyc..and they Did it with physical Aadhar�however till date my kyc details are not updated in the app",0
"If a dedicated Onboarding Manager is provided - a response when ever a customer has a query or issue should be addressed, not just assist until the account opening is created and leave him blank once that is done.",0
"Despite being a Wealth Customer with Wealth Debit Card, Credit card and Fastag, I am still getting calls for savings account opening and credit card issue.

This is completely rubbish and undermines the great products you have in offering and the customer experience and equity IDFC Built, please stop all new outreach activities for account, credit cards etc 

Please stop",0
Nhi,0
The online video KYC process approved my identity but then I still received a phone call from the local branch to visit it in-person for further verification. When I went there they said that it was not needed. That was a bit annoying. Perhaps IDFC needs to update its database's back-end system to be faster.,0
I mailed my concerns but no response.,0
"I need offers on idfc mobile app.Otherwise, I would have to close this account and I am planning to start an FD which would be transferred to some other bank in the near future.",0
"I need to deliver my savings account documents to my change address, and my my account defreezed ",0
"As for opening account, more details must be given about ALL features of the banking services ",0
"Tell saving account details ex minimum balance 
",0
"provide me a fuel credit 
card ",0
i stil dun know wht kind of acc u have openeddetails are not showing so iam not being ableto usethesame ,0
I suppose to open joint saving account in idfc bank but during account creation i couldn't see that option and my individual account has been created ?. The link from website was suggesting click here to open joint account and later no option was found. ,0
Should have intimated that there is no need for physical KYC and video call is going to be enough. Also brave browser has not been optimised for video call only chrome was available.,0
"You should Improve Your Debit card Vault Section, it's Totally tough to find Debit card in App.",0
I think I don't have any comments regarding the open account ,0
"The peocess was made seamless, as the agent kept in constant contact, in delivering optimum support, in setting up the account. Their effort is truly commended and should be a model for others. I am not sure what else needs to be improved, as the help was beyond expectations.",0
"The welcome kit mentioned cheq book, but it was not received. 
Also I wanted to change to a priority account, that facility wasn't there.",0
Nhi,0
"I told the bank relationship manager about the nature of transaction i would undertake, even though it was beyond the maximum net banking transfer limit of INR 20,00,000.

Now it is taking time to increase the limit which is affecting my work ",0
I want to change my mobile no. Now . Please help me ,0
I want to close account permanently kindly do the needful I don't want to use IDFC first bank ,0
"Great, but I did not received any check book in welcome kit",0
"Freez the account on day one of opening the account and then try delivering the kit instead of letting people use account and deposit funds and then trying to deliver the Welcome kit and later due to courier people laziness, blocking people from using their own money ",0
i want to close my account now ,0
I want to open my account new bank idfc first bank,0
Online account opening is difficult ,0
"I was eligible for private account so this was for upgrading my account to private account.

But one thing i dont understand why there is need to open new account and not upgraded existing. I already had wealth account, to upgrade also again opened wealth account. I really dont understand this logic. I dont even understand this logic.

 ",0
"I was getting emails to find the account even before my account is activated. It is better to start sending those emails after the account is removed from the total freeze. It is better to update the status also to customer, not to perform any action until total freeze is removed.",0
"The accounts were supposed to be active within 34 hours of welcome kits delivered however since last four days there is no change on account status nor any update why there is a delay and when these will be activated.

",0
Please bring a zero balance account or low amb account as maintaining 25k/month is a bit difficult for me as a student.,0
I was offered  zero balance account. However account opened is showing 10000 minimum bakance.,0
